Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Customer ID,FX Exposure (USD),Risk Score
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3016,935918.39,75.86
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3434,49893.41,97.83
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6234,679459.2,55.25
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7814,810687.7,63.68
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7368,539777.61,67.2
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8459,52488.18,60.21
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7595,81219.65,32.7
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3169,450351.88,15.44
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5457,893538.85,36.35
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3072,460510.01,84.74
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7987,912865.15,63.69
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1518,806949.36,4.81
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4160,887672.99,60.19
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5668,534540.16,68.17
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8534,731908.76,78.19
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9058,285779.96,86.38
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3331,700494.9,18.27
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2706,552760.04,91.91
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4074,251588.52,91.66
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3162,434501.98,2.47
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5384,758057.11,14.99
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1803,578570.76,59.96
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2159,942525.1,52.22
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7359,353472.74,19.24
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1624,290629.4,26.64
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4012,486306.12,21.41
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8040,813573.92,62.23
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7677,72865.64,51.77
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1694,980710.35,82.98
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6975,840888.12,59.11
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7792,716281.47,13.3
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1261,671078.21,10.22
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5051,882773.17,10.61
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6465,850986.97,44.18
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5876,873774.78,74.68
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5262,993307.99,8.73
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4694,839466.47,32.38
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1358,419456.44,48.32
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2542,805044.35,38.27
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4648,880078.46,64.58
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1646,959454.05,46.86
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6698,943987.34,24.48
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5098,969435.47,86.88
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2143,792751.54,63.58
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6117,468674.47,54.17
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1789,321100.0,97.66
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4609,239330.89,48.86
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3113,309683.12,71.83
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6965,637872.85,82.63
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4667,194382.89,90.3
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8164,381848.46,66.22
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8444,442521.72,35.8
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8903,723240.52,5.29
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7220,547323.88,55.82
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4545,610097.31,70.39
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3230,33793.58,50.44
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6361,82372.38,1.86
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3189,280157.51,26.09
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4310,68936.49,68.23
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3073,25848.77,79.58
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3908,716920.09,16.17
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6027,403451.11,71.69
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8231,784311.94,41.06
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2207,951391.3,40.4
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8738,520319.57,70.07
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1913,364426.2,88.49
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6280,905361.29,89.17
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7342,853694.35,96.9
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9013,656806.38,18.41
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5969,140749.11,43.34
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4020,167008.65,14.55
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5243,423543.32,56.49
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2359,616329.29,91.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5636,21818.3,40.22
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9493,264352.64,50.22
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4972,703368.95,78.61
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7400,342290.17,87.17
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1370,306134.38,4.0
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2574,253274.18,86.71
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1588,130968.95,43.7
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5562,409426.47,97.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2160,960575.39,1.1
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6028,404392.17,63.56
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4241,338062.67,47.0
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3175,511165.01,4.62
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1941,510961.42,12.72
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5390,525237.12,85.33
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2130,958981.63,68.03
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1006,932325.24,33.48
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2760,823668.13,25.98
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5547,614150.5,54.89
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5147,987338.65,93.03
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3224,13083.79,98.41
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3464,748643.37,53.27
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1907,229171.49,88.21
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3640,364975.43,9.23
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1902,306290.22,95.95
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4373,299591.43,81.74
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1264,962107.55,91.24
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8059,765176.16,14.06
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9875,161244.27,3.27
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6264,558950.42,41.88
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2217,416337.87,60.4
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1638,179954.29,67.4
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4976,274759.4,76.34
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2761,648838.89,76.89
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8369,88648.72,62.87
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5896,623974.98,80.63
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7062,270318.03,25.18
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1917,290904.37,81.52
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8872,37791.63,44.12
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3805,799864.48,89.3
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6212,804219.51,58.39
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7231,417019.66,43.02
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6603,614763.69,66.0
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3698,70995.24,98.15
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5853,67765.99,1.5
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1302,336060.95,45.18
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2474,73355.38,91.36
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6440,371854.04,46.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8758,910977.55,26.08
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7142,400732.75,49.07
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8614,683984.0,8.25
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6814,731741.48,88.84
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6571,880346.98,69.12
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4706,90977.69,42.67
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5738,895263.38,93.82
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3934,267637.66,89.12
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8205,535320.2,80.13
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3843,539674.54,89.1
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4791,945433.96,71.63
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9413,278766.29,46.17
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1430,798129.08,73.75
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4112,576597.76,90.48
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3648,855548.71,84.76
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2548,347782.1,66.8
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8836,301546.63,22.72
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4606,758603.16,20.03
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8500,854416.86,37.81
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6819,202937.09,10.1
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1695,719493.77,89.88
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6817,923184.38,72.44
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9144,851637.62,79.23
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4820,305806.5,89.64
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6654,184704.04,74.52
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1037,787144.63,60.06
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2775,380425.03,64.48
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2781,224166.35,45.11
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2015,764605.44,88.24
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1369,278453.57,42.65
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8979,546663.38,94.12
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4197,526006.0,33.22
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5203,227886.63,93.77
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7167,880106.3,37.77
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3303,709132.23,43.45
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6563,184703.45,63.78
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9044,103733.36,56.93
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2940,801952.64,3.5
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7117,247078.75,85.83
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6503,535749.34,93.97
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6210,666651.26,52.29
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9803,675993.77,22.63
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7546,213102.43,27.71
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3126,440052.08,51.76
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1643,322745.71,38.62
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2970,741652.71,82.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1365,478302.26,95.94
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1414,404617.85,91.82
